Airways,Center,Latitude,Longitude,Numbered Fix
Q134 Q35,ZLC,38.837833,-114.491389,00341
Q134 Q73,ZLC,38.882750,-114.224389,33181
Q134 Q842,ZLC,39.081917,-112.989222,33135
Q134 Q9,ZOA,37.958750,-120.039750,00321
Q136 Q154,ZDV,39.588417,-108.266722,00547
Q136 Q35,ZLC,38.698028,-114.335917,00342
Q136 Q73,ZLC,38.736667,-114.111444,33077
Q136 Q842,ZLC,38.910278,-113.066694,33155
Q138 Q146,ZMP,45.573167,-95.627278,01025
Q138 Q148,ZLC,43.369250,-108.886528,00511
Q138 Q150,ZLC,43.244583,-109.384417,00516
Q138 Q152,ZDV,44.222194,-105.170139,00542
Q138 Q154,ZLC,42.211056,-113.099944,00529
Q138 Q156,ZMP,45.160861,-99.491250,01026
Q138 Q19,ZMP,45.303028,-98.262444,01024
Q138 Q35,ZLC,41.008917,-117.021361,00344
Q138 Q7,ZOA,39.572222,-120.805806,00325
Q138 Q73,ZLC,41.688917,-114.773667,33064
Q138 Q842,ZLC,42.374944,-112.551778,33156
Q138 Q9,ZOA,39.719139,-120.438167,00326
Q140 Q822,ZOB,43.099917,-77.635778,01050
Q140 Q84,ZOB,42.768667,-76.867778,01051
Q140 Q842,ZLC,47.762139,-112.866806,33086
Q142 Q73,ZSE,47.621389,-116.630111,33083
Q144 Q73,ZSE,47.357444,-116.610278,33116
Q145 Q42,ZOB,40.174056,-80.958778,01094
Q145 Q480,ZOB,40.013972,-81.030139,01053
Q145 Q62,ZOB,41.013278,-80.578694,01054
Q145 Q80,ZID,38.185972,-81.841778,01044
Q146 Q73,ZSE,47.030167,-116.585944,33084
Q146 Q842,ZLC,46.945583,-112.854528,33089
Q148 Q73,ZSE,46.603750,-116.554694,33115
Q148 Q842,ZLC,45.304444,-112.749611,33140
Q15 Q164,ZOA,37.726000,-117.727667,30816
Q15 Q168,ZLA,35.137833,-113.924056,33111
Q15 Q70,ZLA,35.876556,-115.534667,33081
Q15 Q73 Q88 Q98,ZLA,35.565667,-115.000944,33101
Q15 Q78,ZLA,35.362583,-114.557472,33142
Q15 Q86,ZLA,35.024361,-113.609028,33110
Q15 Q90,ZLA,35.258528,-114.262583,33112
Q15 Q94,ZLA,35.436500,-114.768611,33118
Q15 Q96,ZLA,35.636889,-115.122500,33165
Q150 Q73,ZSE,45.873500,-116.349528,33066
Q150 Q842,ZLC,44.540889,-112.694472,33138
Q152 Q73,ZSE,46.093028,-116.461250,33067
Q152 Q842,ZLC,45.685778,-112.773444,33159
Q154 Q37,ZDV,37.507944,-104.401917,00549
Q154 Q73,ZLC,43.283972,-115.102111,33082
Q154 Q842,ZLC,41.928389,-112.526528,33137
Q156 Q19,ZMP,44.854778,-97.850778,00969
Q156 Q73,ZSE,46.747556,-116.565194,33114
Q156 Q842,ZLC,46.663917,-112.836056,33162
Q158 Q9,ZOA,36.892278,-119.807722,30808
Q160 Q162 Q164,ZOA,37.122639,-119.203639,30815
Q162 Q164 Q9,ZOA,36.924333,-119.814583,30818
Q164 Q35,ZLC,38.127250,-113.709694,30820
Q164 Q73,ZLC,38.115056,-113.636917,33075
Q164 Q842,ZLC,38.081083,-113.435278,33154
Q168 Q35,ZLA,35.810083,-112.416417,33080
Q19 Q25,ZME,37.431889,-88.434500,14888
Q19 Q28,ZME,37.538361,-88.582667,14889
Q19 Q29,ZME,37.134528,-88.024278,14886
Q19 Q31,ZME,37.254722,-88.189500,14887
Q19 Q34,ZME,36.139778,-86.688472,14903
Q19 Q42,ZKC,40.163194,-92.039306,00976
Q2 Q4 Q73,ZLA,33.877139,-115.772833,33164
Q20 Q37,ZAB,33.159167,-104.242861,00455
Q22 Q52,ZTL,35.470806,-81.216556,00784
Q22 Q65,ZTL,34.052333,-83.564778,00783
Q22 Q69,ZTL,35.892528,-80.517361,00785
Q25 Q33,ZME,35.488667,-91.866694,14890
Q25 Q36,ZME,36.142250,-90.894333,14891
Q26 Q29,ZME,35.523444,-89.525528,14893
Q26 Q31,ZME,35.612306,-89.738000,14892
Q26 Q32,ZME,35.019694,-88.346500,14906
Q26 Q66,ZME,35.347250,-89.108167,00769
Q28 Q33,ZME,35.879250,-91.713167,14894
Q28 Q36,ZME,36.158000,-91.268500,14895
Q29 Q42,ZID,40.224389,-83.923861,01043
Q29 Q436,ZOB,42.346639,-78.693083,01046
Q29 Q62,ZOB,41.145556,-82.541500,01057
Q29 Q63,ZID,39.347694,-85.124833,01042
Q29 Q65,ZID,40.120694,-84.055944,01039
Q29 Q66,ZME,35.198222,-89.819194,00768
Q29 Q812,ZBW,43.159917,-76.204056,01070
Q29 Q816,ZBW,43.274250,-75.386917,01071
Q29 Q818,ZOB,42.672611,-77.788472,01047
Q31 Q34,ZME,34.865472,-90.415250,14898
Q31 Q36,ZME,36.133667,-89.255556,14899
Q31 Q66,ZME,35.119333,-90.186833,00767
Q32 Q66,ZME,35.701778,-87.341639,00772
Q33 Q36,ZME,36.171667,-91.597167,14901
Q34 Q36,ZME,36.136389,-86.698917,14902
Q34 Q66,ZME,35.378111,-88.958000,00770
Q35 Q70,ZLA,37.296167,-113.114361,33069
Q35 Q74,ZLA,36.997472,-112.936083,33122
Q35 Q78,ZLA,36.034278,-112.403278,33085
Q35 Q86,ZLA,35.583167,-112.429639,33079
Q35 Q88,ZLA,36.904917,-112.881139,33126
Q35 Q90,ZLA,35.878222,-112.412444,33113
Q35 Q94,ZLA,36.170694,-112.450611,33120
Q35 Q96,ZLA,37.121944,-113.010167,33148
Q35 Q98,ZLA,36.632056,-112.720083,33130
Q39 Q40,ZTL,36.925167,-81.231333,01092
Q40 Q65,ZTL,35.359333,-84.238528,00790
Q40 Q69,ZDC,37.406278,-80.256833,00816
Q42 Q480 Q62,ZNY,40.480139,-76.138694,00437
Q42 Q65,ZID,40.226194,-84.047833,00832
Q42 Q67,ZID,40.189417,-82.335667,01137
Q436 Q82,ZOB,42.277806,-78.413778,01059
Q436 Q84,ZOB,42.325667,-78.607694,01060
Q436 Q907 Q951,ZOB,42.671194,-82.627444,01066
Q438 Q440 Q907 Q951,ZOB,42.775361,-82.233000,01055
Q44 Q53,ZAN,63.233889,-158.111111,00176
Q44 Q57,ZAN,62.698028,-155.688861,00177
Q440 Q818 Q822,ZOB,42.978444,-83.503611,01096
Q440 Q824,ZOB,43.010083,-83.597583,01095
Q440 Q935,ZOB,43.243639,-84.301111,01056
Q45 Q51,ZAN,59.416528,-157.127194,00178
Q45 Q53,ZAN,59.974889,-155.095361,00181
Q45 Q55,ZAN,59.852417,-155.556972,00180
Q45 Q57,ZAN,59.581778,-156.544556,00179
Q47 Q53,ZAN,59.601528,-154.705972,00183
Q47 Q55,ZAN,59.494611,-154.965361,00182
Q480 Q71,ZOB,40.002611,-79.365694,01049
Q480 Q935,ZBW,42.549472,-72.087250,01084
Q50 Q71,ZID,36.915639,-83.083750,00825
Q52 Q60,ZTL,35.351056,-81.326972,00792
Q52 Q65,ZTL,33.957417,-83.516444,00791
Q53 Q57,ZAN,61.176861,-156.127889,00184
Q54 Q69,ZTL,34.782861,-80.723750,00793
Q55 Q57,ZAN,60.320056,-156.356806,00185
Q56 Q65,ZTL,33.857056,-83.465500,00797
Q56 Q69,ZTL,35.466611,-80.597250,00798
Q58 Q69,ZTL,35.318667,-80.624806,00799
Q60 Q69,ZTL,35.757722,-80.542750,00800
Q62 Q71,ZOB,40.723833,-78.286000,01058
Q63 Q80,ZID,37.709667,-83.483389,00833
Q64 Q65,ZTL,33.628667,-83.349972,00804
Q64 Q69,ZTL,34.929389,-80.696806,00805
Q65 Q66,ZTL,36.284194,-84.202833,00808
Q66 Q67,ZTL,36.382056,-83.668583,00809
Q66 Q71,ZTL,36.425333,-83.427639,00810
Q68 Q69 Q80,ZDC,38.559694,-80.103722,00822
Q68 Q71,ZID,38.438806,-81.326278,01040
Q71 Q72,ZID,39.108750,-80.677694,01038
Q806 Q951,ZBW,45.613194,-68.748556,01087
Q812 Q822,ZBW,43.078806,-76.137139,01075
Q812 Q84,ZBW,42.941000,-76.023917,01073
Q816 Q844,ZBW,43.286194,-76.185500,01077
Q818 Q84,ZOB,42.599889,-77.545972,01061
Q844 Q913,ZBW,44.103222,-76.059611,01080
Q844 Q937,ZBW,43.509778,-76.151389,01081
Q947 Q951,ZBW,45.501861,-69.882694,01086
R1 V351,ZAN,58.593056,-158.571833,29501
R39 V319,ZAN,60.793083,-161.867917,29104
R39 V350,ZAN,60.801556,-161.844944,29105
R39 V453,ZAN,60.812500,-161.815167,27584
R39 V480,ZAN,61.107167,-160.999889,29107
R39 V506,ZAN,60.803556,-161.839500,29106
R4 V301,ZAN,64.868861,-147.844167,28725
R4 V302,ZAN,64.878611,-147.958972,28727
R4 V436,ZAN,64.963056,-149.002972,28722
R4 V438,ZAN,64.874167,-147.906361,28726
R4 V444,ZAN,64.895222,-148.156639,28720
R4 V445,ZAN,64.912333,-148.364139,28721
R4 V447,ZAN,64.884194,-148.024806,28728
R4 V488 V531,ZAN,65.159361,-151.944444,28724
R4 V504,ZAN,64.998556,-149.473472,28723
R50 V319,ZAN,60.793611,-161.870778,29108
R50 V350,ZAN,60.810694,-161.856222,29109
R50 V453,ZAN,60.887944,-161.790139,27578
R50 V506,ZAN,60.817278,-161.850611,29110
R99 V351,ZAN,57.980611,-158.600944,29500
R99 V603,ZAN,56.805306,-161.180583,27522
T204 T207,ZJX,30.689333,-82.181889,30921
T207 T210,ZJX,30.122444,-81.837556,30922
T210 T211,ZJX,29.976917,-81.568500,30923
T219 T279,ZAN,59.739500,-162.710944,29576
T222 T242,ZAN,64.132861,-151.101250,28536
T222 T244,ZAN,62.796667,-156.114556,28538
T222 T282,ZAN,64.701806,-148.515139,29580
T225 T229 T236,ZAN,64.941444,-149.416694,28557
T225 T229 T242,ZAN,65.140944,-151.708389,28541
T225 T244,ZAN,63.787833,-160.953694,28540
T228 T248,ZAN,63.049694,-165.701667,28543
T228 T277,ZAN,69.516500,-161.845500,29568
T228 T279,ZAN,59.315167,-163.053861,29575
T229 T246,ZAN,65.817639,-156.778556,28544
T230 T279,ZAN,58.084139,-163.998306,29569
T231 T236,ZAN,65.106306,-149.581417,28545
T231 T242,ZAN,65.525861,-151.953528,28546
T231 T246,ZAN,66.231167,-156.779139,28547
T232 T235,ZAN,70.418750,-155.566472,28550
T232 T252,ZAN,69.152528,-153.951222,28549
T233 T242,ZAN,66.961361,-152.935333,28551
T233 T246,ZAN,67.088028,-156.780389,28552
T235 T242,ZAN,70.429222,-155.898306,28554
T235 T246,ZAN,70.453889,-156.786361,28553
T236 T282,ZAN,64.751222,-149.229417,29579
T241 T269,ZAN,56.194222,-134.005194,29570
T242 T252,ZAN,69.016917,-154.572583,28555
T242 T277,ZAN,67.441389,-153.292306,29572
T242 T282,ZAN,64.887167,-151.551500,29578
T244 T275,ZAN,63.749278,-160.742167,29571
T245 T247 T249 T306,ZLA,33.932444,-118.378417,30048
T246 T252,ZAN,68.501500,-156.782694,29567
T246 T277,ZAN,68.387389,-156.782500,29573
T246 T282,ZAN,64.589111,-156.673861,29577
T251 T272,ZKC,39.114722,-90.948889,29352
T252 T270,ZAN,65.540722,-164.128333,29581
T252 T277,ZAN,68.444722,-157.013056,29574
T261 T263,ZOA,37.694944,-121.897222,30913
T290 T293,ZTL,33.084250,-85.150111,30430
T290 T297,ZTL,33.081917,-85.174167,30429
T292 T323,ZTL,33.975361,-83.400389,30431
V1 V146 V405,ZBW,42.021944,-72.121111,25151
V1 V16 V44,ZBW,40.880639,-73.200500,29959
V1 V184,ZDC,39.490197,-74.739467,16998
V1 V188,ZBW,41.378806,-72.663583,25134
V1 V189,ZDC,35.964667,-77.153806,23855
V1 V284,ZDC,39.375503,-74.846556,21591
V1 V290,ZDC,35.842417,-77.237667,23856
V1 V310,ZDC,36.097194,-77.062556,16468
V1 V374,ZBW,41.189278,-72.839333,25133
V1 V44,ZDC,39.086056,-75.053583,25105
V1 V451,ZBW,41.082111,-72.965250,25157
V1 V577,ZDC,39.533728,-74.698714,24641
V10 V106,ZOB,40.457778,-78.374167,25970
V10 V115,ZOB,41.212222,-80.353278,16818
V10 V12 V131,ZKC,38.517917,-95.567556,20951
V10 V129,ZAU,41.021389,-90.019222,17317
V10 V132 V234 V261 V502,ZKC,38.094306,-97.359444,21010
V10 V176 V188 V26,ZOB,42.016611,-83.128389,28935
V10 V176 V188 V383,ZOB,42.038667,-83.358500,28843
V10 V176 V188 V467,ZOB,42.045167,-83.427222,28851
V10 V184,ZNY,40.206639,-76.942778,25978
V10 V188 V396,ZOB,41.851750,-81.545111,28762
V10 V206 V586,ZKC,39.482944,-93.564722,20954
V10 V232,ZOB,41.500278,-80.863722,16817
V10 V265,ZNY,40.221889,-77.060389,25976
V10 V31 V33,ZNY,40.213306,-76.994028,25977
V10 V37,ZOB,41.168028,-80.234583,17739
V10 V377,ZNY,40.234503,-77.158700,25974
V10 V45,ZOB,42.004378,-84.371500,25574
V10 V469,ZNY,40.187306,-76.794889,25979
V10 V469,ZNY,40.241806,-77.215694,25973
V10 V486,ZOB,41.564472,-80.935806,30267
V10 V501,ZOB,40.359714,-77.968917,25971
V100 V156,ZAU,42.123028,-85.741139,17477
V100 V181,ZMP,42.408667,-97.412333,17232
V100 V503,ZAU,42.526917,-92.053583,23226
V100 V547,ZDV,41.876803,-104.741797,15271
V100 V611,ZDV,41.865056,-105.284417,15272
V100 V89,ZDV,41.888050,-104.049281,15270
V101 V235,ZLC,40.731306,-111.322778,15147
V101 V361,ZDV,40.516167,-105.432583,26594
V101 V575,ZDV,40.514167,-105.250417,26596
V101 V81,ZDV,40.510556,-104.972250,26545
V103 V116,ZOB,42.373222,-83.420889,28826
V103 V12 V75 V8,ZOB,40.247194,-81.011056,30035
V103 V126 V14,ZOB,41.523389,-81.590056,28777
V103 V133,ZOB,42.703806,-83.691111,25599
V103 V2 V221 V464,ZOB,42.424083,-83.438194,28827
V103 V210 V43,ZOB,40.919139,-81.205242,16824
V103 V296,ZTL,34.920153,-80.218033,24475
V103 V40,ZOB,40.779806,-81.207964,16827
V103 V406 V418 V90,ZOB,42.403750,-83.431278,28810
V103 V443 V522,ZOB,41.651278,-81.710917,28776
V103 V443 V75 V8,ZOB,40.162750,-80.939778,16831
V103 V486,ZOB,41.466778,-81.536750,28831
V103 V5,ZOB,41.831611,-81.882361,28804
V103 V6,ZOB,41.347056,-81.424417,28778
V103 V66,ZTL,34.991431,-80.202922,24473
V104 V39,ZBW,44.805889,-69.313528,22430
V105 V208,ZLA,35.415353,-113.773664,15421
V105 V230,ZOA,38.384917,-118.230456,21448
V106 V232,ZNY,40.980194,-76.290667,16925
V106 V499,ZNY,41.000833,-76.225528,32300
V106 V501,ZOB,40.577250,-77.978167,16792
V107 V165,ZLA,34.009389,-118.436806,15350
V107 V201,ZLA,34.007444,-118.393139,15351
V107 V301 V87,ZOA,37.812344,-122.379747,15049
V107 V334,ZOA,37.488611,-121.878472,15058
V11 V20,ZHU,30.819750,-88.238556,22060
V11 V241,ZHU,30.738603,-88.166669,20096
V11 V305 V51 V97,ZID,39.935056,-86.246750,16553
V11 V422,ZAU,41.196333,-84.962833,17497
V11 V543,ZME,31.760500,-89.267056,16048
V11 V552,ZHU,30.790436,-88.212583,18569
V112 V187,ZSE,46.303972,-118.524083,18305
V112 V357,ZSE,46.327692,-118.507675,18567
V113 V187,ZLC,46.939239,-110.233028,21311
V113 V28 V332,ZOA,38.429861,-120.534917,22605
V113 V293,ZLC,43.978639,-115.597306,20971
V113 V298,ZLC,44.544083,-114.787139,20972
V114 V20 V543 V9,ZHU,30.124917,-90.171972,27167
V114 V63,ZFW,33.722917,-97.175361,27656
V115 V116 V126 V170,ZOB,41.885000,-79.310797,16860
V115 V144 V59,ZOB,39.856556,-81.428089,16845
V115 V178,ZID,37.654528,-82.859611,23203
V115 V40,ZOB,40.842917,-80.840472,16826
V115 V41,ZOB,41.020278,-80.653156,16820
V116 V126 V170 V486,ZOB,41.934167,-79.667833,28821
V116 V149 V188,ZNY,41.289556,-75.475611,24810
V116 V162 V188,ZNY,41.205028,-74.853000,16958
V116 V423,ZNY,41.603222,-76.570639,16918
V116 V443,ZOB,42.137417,-81.238583,28761
V116 V499,ZNY,41.559056,-76.183222,20397
V116 V5,ZOB,42.170806,-81.679250,28802
V116 V576,ZNY,41.573583,-76.309333,24574
V119 V37,ZOB,39.768972,-80.278944,21612
V119 V58,ZOB,40.954500,-79.441417,22647
V119 V75,ZOB,39.766028,-80.291889,16838
V12 V125,ZKC,38.720972,-90.372583,21761
V12 V14,ZKC,38.707806,-90.677278,25706
V12 V17,ZFW,22.054139,-156.689861,22393
V12 V178 V239,ZKC,38.804722,-92.148917,15850
V12 V210 V280,ZKC,36.241806,-100.051389,15802
V12 V210 V587,ZLA,34.783222,-116.604833,15374
V12 V256,ZKC,37.627667,-97.702528,21053
V12 V299,ZLA,34.576767,-118.871511,21603
V12 V335 V9,ZKC,38.717611,-90.452000,15857
V12 V37,ZOB,40.271806,-80.274722,22147
V12 V485,ZLA,34.538111,-119.399583,21601
V12 V499,ZNY,40.282536,-76.279369,20388
V12 V63,ZKC,38.842500,-92.318611,15834
V12 V93,ZNY,40.280528,-76.208833,16930
V120 V175,ZMP,43.484361,-95.676444,15762
V120 V250,ZMP,43.519556,-95.905500,15761
V123 V157 V445 V6,ZNY,40.490694,-74.129639,25876
V123 V167 V58,ZBW,41.659389,-73.730667,26621
V123 V29 V312,ZDC,39.466194,-75.563694,16996
V123 V34,ZBW,41.797306,-73.785417,26628
V123 V44 V445 V93,ZDC,39.069164,-76.455528,16427
V123 V93,ZBW,41.700889,-73.747111,26622
V124 V289,ZFW,34.073389,-94.131500,15615
V125 V190,ZKC,37.709250,-89.716556,21756
V125 V234,ZKC,38.215694,-89.979806,21757
V125 V238,ZKC,38.548000,-90.237389,21759
V125 V44,ZKC,38.592028,-90.271722,21760
V125 V69,ZKC,38.304528,-90.048389,21758
V125 V88,ZKC,38.619583,-90.293250,25709
V126 V14 V297,ZOB,41.448167,-81.851833,28844
V126 V14 V396,ZOB,41.613528,-81.272806,28765
V126 V92,ZOB,41.501917,-85.080944,26831
V126 V92 V96,ZOB,41.464417,-83.963500,28834
V126 V92 V98,ZOB,41.482861,-84.472833,25595
V128 V144 V173,ZAU,41.085083,-88.041500,25418
V128 V144 V191,ZAU,41.086722,-88.071528,25417
V128 V144 V227,ZAU,41.118889,-88.689167,25414
V128 V144 V429,ZAU,41.096139,-88.245917,25416
V128 V144 V586 V69,ZAU,41.112833,-88.567778,25415
V128 V156 V262 V9,ZAU,41.205589,-88.893361,25405
V128 V171,ZAU,41.006333,-87.727278,25412
V128 V172 V9,ZAU,41.975167,-89.132514,25411
V128 V59,ZID,38.399139,-81.215722,16667
V129 V148,ZMP,45.848250,-91.833639,22167
V13 V15,ZHU,29.809889,-95.465694,23806
V13 V17,ZHN,22.460333,-156.786111,22394
V13 V190 V88,ZKC,37.215889,-94.449225,15829
V13 V194 V548 V68 V76,ZHU,29.731444,-95.529500,17162
V13 V198 V558,ZHU,29.658528,-95.588722,17159
V13 V2 V97,ZMP,44.941389,-93.048389,15702
V13 V218,ZMP,44.860806,-93.083250,17867
V13 V407,ZHU,26.458444,-97.692333,28254
V13 V556,ZHU,29.429472,-95.774000,22372
V131 V234,ZKC,38.287250,-95.574306,15828
V131 V502,ZKC,38.705306,-95.562028,27486
V132 V148,ZDV,39.883542,-102.644650,15295
V132 V255,ZKC,38.638389,-99.608861,15809
V132 V524 V611,ZDV,41.536250,-105.025750,15278
V133 V174,ZID,38.774417,-81.802139,16649
V133 V178,ZID,37.385169,-81.559883,23206
V133 V233,ZMP,44.139278,-84.854722,21640
V133 V353,ZOB,42.940667,-83.785750,25604
V133 V44,ZID,39.216000,-81.836028,16643
V133 V450,ZOB,42.973889,-83.802000,25606
V133 V478,ZID,37.899528,-81.671194,23207
V133 V84,ZOB,42.955000,-83.792750,25605
V134 V328,ZDV,39.664889,-105.021639,26555
V134 V328,ZDV,39.597833,-105.993083,26554
V134 V81,ZDV,39.665722,-105.008444,26532
V137 V264,ZLA,34.097194,-116.909389,15419
V137 V283 V587,ZLA,34.197417,-117.123111,21527
V137 V442,ZLA,34.284447,-117.309694,22186
V138 V235,ZLC,42.523667,-107.341694,15184
V138 V26,ZDV,42.355500,-107.004444,23194
V138 V503,ZMP,43.200500,-92.342083,23229
V138 V524,ZDV,41.468250,-105.266167,15279
V139 V141 V268,ZBW,42.178083,-70.772333,25238
V139 V189,ZDC,35.956556,-76.836861,23852
V139 V290,ZDC,35.759611,-76.954139,23849
V139 V310,ZDC,36.164139,-76.697111,17697
V139 V472,ZDC,35.991908,-76.813142,17696
V14 V144,ZID,40.711825,-84.321500,24518
V14 V146 V405,ZBW,41.999083,-72.025433,25136
V14 V167 V3,ZBW,41.682750,-72.006778,21855
V14 V191,ZKC,39.012861,-89.631389,15881
V14 V192 V210 V51 V97,ZID,39.893500,-86.188361,16554
V14 V2 V487,ZBW,42.778639,-73.388389,17075
V14 V239 V88,ZKC,37.941694,-92.147778,15841
V14 V270,ZBW,42.273397,-72.041797,25138
V14 V275,ZID,40.729028,-84.281861,16566
V14 V292,ZBW,42.241778,-72.039917,25137
V14 V313,ZKC,39.129250,-88.997556,15900
V14 V340,ZID,40.403656,-85.022272,20999
V14 V383,ZOB,40.970556,-83.656000,28853
V14 V418 V522,ZOB,42.235167,-79.828222,28820
V14 V44,ZKC,38.660556,-90.736778,28809
V14 V45 V493,ZOB,41.025639,-83.289306,28754
V14 V92,ZOB,41.074444,-82.956917,28753
V140 V67,ZME,36.095833,-87.755389,21661
V140 V9,ZME,36.067472,-90.142417,21645
V140 V94,ZME,36.100333,-87.649528,15934
V141 V167,ZBW,41.705861,-70.297028,26433
V143 V144 V3 V39,ZDC,38.897694,-78.296056,25109
V143 V170,ZNY,40.167167,-75.958361,16981
V143 V268 V39,ZDC,39.595806,-77.410500,16409
V143 V3 V419,ZNY,40.238611,-75.226583,22798
V143 V39 V438,ZDC,39.447972,-77.719083,19157
V144 V171,ZAU,41.075750,-87.744028,25419
V144 V24 V399,ZAU,41.076808,-87.655617,25421
V144 V275,ZID,40.700833,-84.286472,24519
V144 V383,ZID,40.573083,-83.882389,28751
V144 V435,ZID,40.511833,-83.690611,28740
V144 V467,ZID,40.673056,-84.198056,28741
V144 V47,ZID,40.583944,-83.916472,24520
V144 V98,ZID,40.747111,-84.434306,25567
V146 V487,ZBW,42.552056,-73.434667,25239
V147 V232 V29,ZNY,40.907833,-75.686583,16964
V147 V403,ZNY,40.365417,-75.238111,24843
V147 V457,ZNY,40.487833,-75.503306,24846
V147 V499,ZNY,41.579778,-76.181611,20398
V147 V576,ZNY,41.611667,-76.233222,24575
V148 V217,ZMP,46.247639,-90.866056,22168
V149 V226,ZNY,41.200278,-75.472278,22800
V149 V576,ZNY,41.820964,-75.811522,24579
V15 V222,ZHU,29.914556,-95.594500,21552
V15 V369 V54,ZFW,31.952861,-96.689306,15023
V15 V407,ZHU,29.869139,-95.538556,21553
V15 V561,ZMP,45.956528,-99.267028,26688
V151 V270,ZBW,42.271389,-71.958111,25242
V151 V292,ZBW,42.251953,-71.951072,25241
V152 V157,ZJX,28.207472,-82.052972,16279
V152 V159 V295,ZJX,28.685167,-81.533389,22644
V152 V537,ZJX,28.555500,-81.620917,22642
V154 V155 V20 V454 V66,ZTL,32.921000,-84.097717,21066
V154 V18,ZTL,33.613889,-84.956417,21064
V154 V325,ZTL,33.957222,-85.058139,21063
V155 V325,ZJX,33.891611,-81.801139,17694
V156 V191,ZAU,41.256114,-88.040106,17409
V156 V227 V262,ZAU,41.219167,-88.674139,20688
V156 V429,ZAU,41.243142,-88.269478,17410
V157 V34,ZBW,41.802389,-73.819861,17010
V157 V374 V39,ZBW,41.251000,-73.714778,25268
V157 V509 V521,ZMA,27.617556,-81.814167,26229
V157 V511 V599 V601,ZMA,26.573889,-80.832889,26907
V157 V53,ZJX,33.406556,-80.574444,23564
V157 V537,ZJX,29.761167,-82.392250,27889
V157 V579,ZJX,29.680806,-82.369306,27888
V157 V579,ZJX,29.500361,-82.317889,27887
V157 V623,ZBW,41.266333,-73.728583,28807
V158 V503,ZMP,42.848694,-92.190583,23228
V158 V63,ZAU,42.029139,-89.693806,17300
V158 V67,ZMP,42.906917,-92.454694,21277
V159 V3,ZMA,25.982389,-80.227583,26782
V16 V283 V370 V587,ZLA,33.903472,-117.166611,21525
V16 V370 V394,ZLA,33.924556,-117.861639,22180
V16 V372 V432,ZLA,33.761528,-115.751167,15404
V16 V483,ZBW,40.862833,-73.343806,29958
V16 V49,ZME,35.570861,-86.782778,21648
V16 V5,ZHN,20.466667,-156.371361,18330
V160 V4,ZDV,40.140722,-103.942667,26537
V160 V8,ZDV,39.974333,-104.194889,26540
V161 V222 V556,ZHU,30.319194,-99.021583,21987
V161 V306,ZHU,30.517278,-98.924667,21986
V161 V62 V94,ZFW,32.172111,-98.150778,15043
V162 V232,ZNY,40.826583,-75.330139,19241
V162 V499,ZNY,40.425667,-76.268861,20390
V164 V232,ZNY,40.967528,-76.183028,16926
V164 V499,ZNY,41.000194,-76.225583,32320
V164 V6,ZNY,40.748556,-75.899250,16969
V164 V93,ZNY,40.785333,-75.946722,16967
V165 V186 V597,ZLA,34.210722,-118.449528,15355
V165 V244,ZOA,37.916333,-119.754508,15062
V165 V332,ZOA,37.378222,-119.786333,22603
V165 V363,ZLA,33.175639,-117.413722,29036
V165 V494,ZOA,39.277550,-119.671844,15054
V166 V213,ZDC,39.555639,-75.227639,25223
V166 V3 V438 V457,ZDC,39.405267,-77.695833,19152
V166 V309,ZID,39.360056,-80.888667,16640
V167 V268,ZBW,41.685833,-71.167528,25153
V167 V405 V58,ZBW,41.655250,-73.668500,25130
V17 V350,ZKC,37.186167,-100.327139,22809
V17 V516,ZKC,37.079333,-100.269861,15806
V170 V210,ZNY,40.090889,-75.870000,16982
V170 V232,ZNY,41.117306,-77.370278,24557
V170 V285,ZAU,42.456889,-85.479250,17467
V170 V35,ZNY,41.329583,-77.690778,16921
V170 V353,ZOB,42.431167,-84.329861,19030
V170 V403 V405,ZNY,40.024389,-75.793167,23004
V170 V55,ZMP,47.260306,-98.883028,30220
V170 V78,ZMP,44.714133,-97.723194,15673
V170 V93,ZNY,40.329750,-76.183444,16929
V171 V191 V38,ZAU,41.304586,-88.031078,20682
V171 V221,ZID,39.123056,-86.798361,19117
V171 V233,ZAU,40.821000,-87.682694,17432
V171 V305,ZID,39.028028,-86.682417,24403
V171 V412,ZMP,44.825028,-93.715500,23139
V171 V456,ZMP,44.748222,-93.503167,24861
V173 V313,ZAU,40.542611,-88.765500,25653
V173 V429,ZAU,40.950583,-88.222667,18367
V173 V434,ZAU,40.352889,-89.014528,17415
V173 V72,ZAU,40.437889,-88.903222,20981
V174 V309,ZID,38.812361,-81.370194,16651
V174 V59,ZID,38.820111,-81.279389,16652
V175 V238,ZKC,37.856822,-91.364781,17688
V175 V462,ZMP,43.254222,-95.809222,29830
V177 V413,ZMP,45.658278,-90.860583,26613
V177 V6,ZAU,41.849861,-88.551389,26709
V178 V238,ZKC,37.980472,-91.165972,15864
V178 V239 V44,ZKC,38.765000,-92.151556,15832
V178 V331,ZID,37.706333,-83.118972,23202
V179 V323,ZTL,33.268361,-83.883833,20948
V179 V70,ZTL,32.487000,-82.758667,25713
V18 V407,ZFW,32.700778,-93.298889,27655
V18 V77,ZFW,32.803806,-99.453194,23676
V183 V485,ZLA,34.769667,-119.593083,15335
V184 V213,ZDC,39.601947,-75.186139,25224
V184 V229 V577,ZDC,39.529367,-74.440611,24643
V184 V232,ZOB,41.282500,-78.639306,24976
V184 V252,ZDC,39.768278,-75.418664,16992
